,First AdjEM,First AdjO,First AdjD,First AdjT,First Luck,Second AdjEM,Second AdjO,Second AdjD,Second AdjT,Second Luck,Location,Result
1125,15.69,109.1,93.4,66.7,-0.01,-5.36,105.4,110.8,66.6,-0.108,-1,1
1126,15.69,109.1,93.4,66.7,-0.01,-15.42,98.4,113.8,71.2,-0.06,1,1
1127,15.69,109.1,93.4,66.7,-0.01,-14.14,98.7,112.9,71.9,0.098,1,1
1128,15.69,109.1,93.4,66.7,-0.01,-3.99,106.7,110.6,68.6,-0.024,-1,1
1129,15.69,109.1,93.4,66.7,-0.01,19.46,109.9,90.4,70.7,0.038,1,1
1130,15.69,109.1,93.4,66.7,-0.01,6.02,105.7,99.7,65.2,-0.07,1,1
1131,15.69,109.1,93.4,66.7,-0.01,3.01,104.1,101.1,65.6,-0.02,-1,1
1132,15.69,109.1,93.4,66.7,-0.01,25.72,120.0,94.3,67.5,-0.043,1,0
1133,15.69,109.1,93.4,66.7,-0.01,19.46,109.9,90.4,70.7,0.038,-1,0
1134,15.69,109.1,93.4,66.7,-0.01,18.65,107.3,88.7,68.6,-0.052,-1,0
1135,15.69,109.1,93.4,66.7,-0.01,7.53,101.5,93.9,70.5,0.105,1,0
1136,15.69,109.1,93.4,66.7,-0.01,25.1,111.5,86.4,67.4,0.029,-1,0
1137,15.69,109.1,93.4,66.7,-0.01,3.01,104.1,101.1,65.6,-0.02,1,0
1138,15.69,109.1,93.4,66.7,-0.01,18.65,107.3,88.7,68.6,-0.052,1,0
1139,15.69,109.1,93.4,66.7,-0.01,23.2,112.7,89.5,70.1,-0.021,-1,0
1140,15.69,109.1,93.4,66.7,-0.01,12.67,110.2,97.6,65.4,-0.018,1,1
1141,15.69,109.1,93.4,66.7,-0.01,12.27,107.2,94.9,67.8,-0.053,-1,0
1142,15.69,109.1,93.4,66.7,-0.01,-3.99,106.7,110.6,68.6,-0.024,1,1
1143,15.69,109.1,93.4,66.7,-0.01,6.02,105.7,99.7,65.2,-0.07,-1,1
1144,15.69,109.1,93.4,66.7,-0.01,16.57,115.2,98.6,71.9,-0.022,-1,1
1145,15.69,109.1,93.4,66.7,-0.01,13.86,109.7,95.8,65.6,-0.087,1,1
1146,15.69,109.1,93.4,66.7,-0.01,12.67,110.2,97.6,65.4,-0.018,0,1
1147,15.69,109.1,93.4,66.7,-0.01,23.2,112.7,89.5,70.1,-0.021,0,1
1148,15.69,109.1,93.4,66.7,-0.01,19.46,109.9,90.4,70.7,0.038,0,1
1149,15.69,109.1,93.4,66.7,-0.01,25.1,111.5,86.4,67.4,0.029,0,0
1150,15.69,109.1,93.4,66.7,-0.01,-8.09,97.3,105.4,67.8,0.128,1,1
1151,15.69,109.1,93.4,66.7,-0.01,10.33,110.0,99.6,67.9,0.014,1,1
1152,15.69,109.1,93.4,66.7,-0.01,15.56,110.7,95.1,70.6,-0.001,1,1
1153,15.69,109.1,93.4,66.7,-0.01,14.46,107.7,93.3,66.3,-0.084,0,1
1154,15.69,109.1,93.4,66.7,-0.01,13.36,111.2,97.8,68.6,0.01,0,0
1155,15.6,103.8,88.2,67.6,-0.074,-4.28,97.7,102.0,65.2,-0.027,1,1
1156,15.6,103.8,88.2,67.6,-0.074,-1.31,102.9,104.2,67.4,0.022,1,0
1157,15.6,103.8,88.2,67.6,-0.074,-9.94,97.1,107.0,70.3,-0.034,1,1
1158,15.6,103.8,88.2,67.6,-0.074,-6.7,96.2,102.9,67.5,-0.063,0,1
1159,15.6,103.8,88.2,67.6,-0.074,3.55,109.6,106.0,66.9,-0.076,0,1
1160,15.6,103.8,88.2,67.6,-0.074,2.27,104.7,102.4,73.5,-0.035,1,1
1161,15.6,103.8,88.2,67.6,-0.074,0.34,109.5,109.1,70.3,-0.027,-1,1
1162,15.6,103.8,88.2,67.6,-0.074,8.11,104.0,95.9,66.9,-0.037,1,0
1163,15.6,103.8,88.2,67.6,-0.074,13.36,111.2,97.8,68.6,0.01,1,0
1164,15.6,103.8,88.2,67.6,-0.074,-1.98,103.3,105.3,67.8,-0.015,1,1
1165,15.6,103.8,88.2,67.6,-0.074,27.7,116.8,89.1,63.6,-0.012,0,0
1166,15.6,103.8,88.2,67.6,-0.074,27.49,119.2,91.7,69.3,0.041,1,0
1167,15.6,103.8,88.2,67.6,-0.074,20.88,112.5,91.6,63.8,-0.043,1,1
1168,15.6,103.8,88.2,67.6,-0.074,11.76,108.3,96.6,68.0,-0.001,-1,0
1169,15.6,103.8,88.2,67.6,-0.074,25.64,110.7,85.0,66.5,-0.031,-1,0
1170,15.6,103.8,88.2,67.6,-0.074,27.04,118.0,91.0,67.4,0.004,-1,1
1171,15.6,103.8,88.2,67.6,-0.074,17.02,108.7,91.7,65.9,0.014,1,1
1172,15.6,103.8,88.2,67.6,-0.074,20.88,112.5,91.6,63.8,-0.043,-1,0
1173,15.6,103.8,88.2,67.6,-0.074,14.63,103.1,88.5,66.3,0.049,1,0
1174,15.6,103.8,88.2,67.6,-0.074,12.67,110.2,97.6,65.4,-0.018,-1,0
1175,15.6,103.8,88.2,67.6,-0.074,12.6,109.6,97.0,66.6,-0.092,-1,0
1176,15.6,103.8,88.2,67.6,-0.074,16.48,111.0,94.6,65.1,-0.054,1,1
1177,15.6,103.8,88.2,67.6,-0.074,17.02,108.7,91.7,65.9,0.014,-1,0
1178,15.6,103.8,88.2,67.6,-0.074,11.76,108.3,96.6,68.0,-0.001,1,1
1179,15.6,103.8,88.2,67.6,-0.074,27.49,119.2,91.7,69.3,0.041,-1,0
1180,15.6,103.8,88.2,67.6,-0.074,12.6,109.6,97.0,66.6,-0.092,1,1
1181,15.6,103.8,88.2,67.6,-0.074,27.04,118.0,91.0,67.4,0.004,1,0
1182,15.6,103.8,88.2,67.6,-0.074,16.48,111.0,94.6,65.1,-0.054,-1,0
1183,15.6,103.8,88.2,67.6,-0.074,14.63,103.1,88.5,66.3,0.049,-1,1
1184,15.6,103.8,88.2,67.6,-0.074,25.64,110.7,85.0,66.5,-0.031,1,1
1185,15.56,110.7,95.1,70.6,-0.001,-17.33,90.2,107.5,68.8,0.015,1,1
1186,15.56,110.7,95.1,70.6,-0.001,-11.29,99.0,110.3,68.2,0.074,1,1
1187,15.56,110.7,95.1,70.6,-0.001,-19.94,92.3,112.2,68.9,-0.002,1,1
1188,15.56,110.7,95.1,70.6,-0.001,-10.76,96.8,107.6,67.4,0.023,1,1
1189,15.56,110.7,95.1,70.6,-0.001,-4.32,104.7,109.0,66.2,-0.116,1,1
1190,15.56,110.7,95.1,70.6,-0.001,-5.36,105.4,110.8,66.6,-0.108,0,1
1191,15.56,110.7,95.1,70.6,-0.001,18.65,107.3,88.7,68.6,-0.052,0,0
1192,15.56,110.7,95.1,70.6,-0.001,9.38,106.6,97.2,67.7,-0.077,1,1
1193,15.56,110.7,95.1,70.6,-0.001,18.86,115.0,96.1,63.3,-0.062,-1,1
1194,15.56,110.7,95.1,70.6,-0.001,-8.05,102.2,110.3,68.6,0.067,1,1
1195,15.56,110.7,95.1,70.6,-0.001,-0.18,110.3,110.5,68.9,-0.032,1,1
1196,15.56,110.7,95.1,70.6,-0.001,-2.52,104.9,107.4,65.5,0.095,0,1
1197,15.56,110.7,95.1,70.6,-0.001,3.59,103.0,99.4,67.0,0.001,-1,0
1198,15.56,110.7,95.1,70.6,-0.001,14.8,113.9,99.1,67.7,0.088,-1,0
1199,15.56,110.7,95.1,70.6,-0.001,6.2,105.3,99.1,67.8,0.075,1,1
1200,15.56,110.7,95.1,70.6,-0.001,11.45,115.4,104.0,67.6,-0.065,1,1
1201,15.56,110.7,95.1,70.6,-0.001,25.15,121.1,95.9,67.3,-0.01,1,0
1202,15.56,110.7,95.1,70.6,-0.001,11.23,107.6,96.4,59.5,0.025,-1,1
1203,15.56,110.7,95.1,70.6,-0.001,1.2,100.4,99.2,68.0,-0.021,-1,1
1204,15.56,110.7,95.1,70.6,-0.001,20.13,114.4,94.3,70.2,0.072,1,1
1205,15.56,110.7,95.1,70.6,-0.001,4.55,104.5,100.0,64.9,-0.08,1,1
1206,15.56,110.7,95.1,70.6,-0.001,11.45,115.4,104.0,67.6,-0.065,-1,0
1207,15.56,110.7,95.1,70.6,-0.001,-1.76,99.7,101.5,64.0,0.05,1,1
1208,15.56,110.7,95.1,70.6,-0.001,6.2,105.3,99.1,67.8,0.075,-1,1
1209,15.56,110.7,95.1,70.6,-0.001,3.55,109.6,106.0,66.9,-0.076,-1,1
1210,15.56,110.7,95.1,70.6,-0.001,14.8,113.9,99.1,67.7,0.088,1,0
1211,15.56,110.7,95.1,70.6,-0.001,25.15,121.1,95.9,67.3,-0.01,-1,0
1212,15.56,110.7,95.1,70.6,-0.001,15.25,112.4,97.2,65.6,0.017,1,1
1213,15.56,110.7,95.1,70.6,-0.001,11.36,110.1,98.8,66.3,-0.083,-1,0
1214,15.56,110.7,95.1,70.6,-0.001,3.59,103.0,99.4,67.0,0.001,1,1
1215,15.56,110.7,95.1,70.6,-0.001,3.55,109.6,106.0,66.9,-0.076,1,1
1216,15.56,110.7,95.1,70.6,-0.001,4.55,104.5,100.0,64.9,-0.08,0,0
1217,15.56,110.7,95.1,70.6,-0.001,10.91,109.6,98.7,64.8,-0.015,1,1
1218,15.56,110.7,95.1,70.6,-0.001,12.31,101.1,88.8,68.6,0.059,1,1
1219,15.56,110.7,95.1,70.6,-0.001,15.69,109.1,93.4,66.7,-0.01,-1,0
1220,15.42,111.5,96.1,66.1,0.074,-2.48,107.9,110.4,62.0,0.113,1,1
1221,15.42,111.5,96.1,66.1,0.074,-1.5,105.0,106.5,68.0,-0.103,-1,1
1222,15.42,111.5,96.1,66.1,0.074,-1.25,107.7,108.9,65.3,0.021,0,0
1223,15.42,111.5,96.1,66.1,0.074,0.77,103.3,102.6,70.9,0.109,0,1
1224,15.42,111.5,96.1,66.1,0.074,-4.66,102.6,107.3,68.8,0.076,0,1
1225,15.42,111.5,96.1,66.1,0.074,8.22,106.6,98.4,67.1,-0.014,1,1
1226,15.42,111.5,96.1,66.1,0.074,17.23,111.2,94.0,69.9,-0.028,-1,1
1227,15.42,111.5,96.1,66.1,0.074,11.51,109.0,97.5,64.7,0.007,1,1
1228,15.42,111.5,96.1,66.1,0.074,23.2,112.7,89.5,70.1,-0.021,-1,0
1229,15.42,111.5,96.1,66.1,0.074,-6.41,104.1,110.5,71.8,-0.036,1,1
1230,15.42,111.5,96.1,66.1,0.074,-11.47,94.0,105.5,68.5,-0.024,-1,1
1231,15.42,111.5,96.1,66.1,0.074,-8.63,98.0,106.6,67.5,-0.054,1,1
1232,15.42,111.5,96.1,66.1,0.074,9.43,108.5,99.0,68.9,0.066,-1,1
1233,15.42,111.5,96.1,66.1,0.074,-25.72,83.2,108.9,64.7,-0.0,-1,1
1234,15.42,111.5,96.1,66.1,0.074,-25.72,83.2,108.9,64.7,-0.0,1,1
1235,15.42,111.5,96.1,66.1,0.074,-12.64,96.0,108.7,68.9,-0.041,1,1
1236,15.42,111.5,96.1,66.1,0.074,-7.94,99.9,107.8,69.3,-0.086,1,1
1237,15.42,111.5,96.1,66.1,0.074,-7.94,99.9,107.8,69.3,-0.086,-1,1
1238,15.42,111.5,96.1,66.1,0.074,4.35,103.4,99.1,64.8,0.024,1,1
1239,15.42,111.5,96.1,66.1,0.074,-10.83,94.8,105.6,64.6,0.066,-1,1
1240,15.42,111.5,96.1,66.1,0.074,-11.47,94.0,105.5,68.5,-0.024,1,1
1241,15.42,111.5,96.1,66.1,0.074,-8.63,98.0,106.6,67.5,-0.054,-1,1
1242,15.42,111.5,96.1,66.1,0.074,4.35,103.4,99.1,64.8,0.024,-1,1
1243,15.42,111.5,96.1,66.1,0.074,-10.83,94.8,105.6,64.6,0.066,1,1
1244,15.42,111.5,96.1,66.1,0.074,-12.64,96.0,108.7,68.9,-0.041,-1,1
1245,15.42,111.5,96.1,66.1,0.074,9.43,108.5,99.0,68.9,0.066,1,1
1246,15.42,111.5,96.1,66.1,0.074,-6.41,104.1,110.5,71.8,-0.036,-1,1
1247,15.42,111.5,96.1,66.1,0.074,-6.41,104.1,110.5,71.8,-0.036,0,1
1248,15.42,111.5,96.1,66.1,0.074,4.35,103.4,99.1,64.8,0.024,0,1
1249,15.42,111.5,96.1,66.1,0.074,17.38,110.5,93.1,68.9,-0.042,0,1
1250,15.42,111.5,96.1,66.1,0.074,7.24,100.3,93.0,65.9,0.018,0,0
1251,15.34,109.3,94.0,66.5,0.105,-14.21,94.7,108.9,66.6,-0.037,1,1
1252,15.34,109.3,94.0,66.5,0.105,-18.52,91.9,110.4,64.7,-0.116,1,1
1253,15.34,109.3,94.0,66.5,0.105,15.89,111.5,95.6,65.2,0.164,1,0
1254,15.34,109.3,94.0,66.5,0.105,15.69,109.1,93.4,66.7,-0.01,0,1
1255,15.34,109.3,94.0,66.5,0.105,27.7,116.8,89.1,63.6,-0.012,0,1
1256,15.34,109.3,94.0,66.5,0.105,19.53,110.1,90.6,63.6,0.039,0,1
1257,15.34,109.3,94.0,66.5,0.105,1.2,100.4,99.2,68.0,-0.021,-1,1
1258,15.34,109.3,94.0,66.5,0.105,13.06,109.2,96.2,70.9,0.021,1,1
1259,15.34,109.3,94.0,66.5,0.105,14.04,107.0,92.9,67.2,-0.02,1,1
1260,15.34,109.3,94.0,66.5,0.105,16.24,115.5,99.3,65.0,-0.017,-1,0
1261,15.34,109.3,94.0,66.5,0.105,-2.79,100.8,103.6,69.8,0.021,1,1
1262,15.34,109.3,94.0,66.5,0.105,-1.5,105.0,106.5,68.0,-0.103,1,1
1263,15.34,109.3,94.0,66.5,0.105,22.36,121.0,98.6,66.1,0.022,-1,1
1264,15.34,109.3,94.0,66.5,0.105,22.72,120.5,97.8,69.7,-0.061,1,1
1265,15.34,109.3,94.0,66.5,0.105,10.06,109.4,99.3,66.6,-0.035,-1,1
1266,15.34,109.3,94.0,66.5,0.105,16.24,115.5,99.3,65.0,-0.017,1,1
1267,15.34,109.3,94.0,66.5,0.105,9.38,106.6,97.2,67.7,-0.077,-1,1
1268,15.34,109.3,94.0,66.5,0.105,14.76,111.9,97.1,67.5,0.052,1,0
1269,15.34,109.3,94.0,66.5,0.105,2.83,105.8,102.9,71.2,-0.057,-1,1
1270,15.34,109.3,94.0,66.5,0.105,5.18,107.1,101.9,65.1,0.006,1,1
1271,15.34,109.3,94.0,66.5,0.105,18.75,112.0,93.3,67.2,0.033,-1,0
1272,15.34,109.3,94.0,66.5,0.105,9.31,105.3,96.0,62.0,-0.037,1,1
1273,15.34,109.3,94.0,66.5,0.105,14.76,111.9,97.1,67.5,0.052,-1,1
1274,15.34,109.3,94.0,66.5,0.105,10.82,106.9,96.1,64.9,0.001,1,0
1275,15.34,109.3,94.0,66.5,0.105,14.04,107.0,92.9,67.2,-0.02,-1,1
1276,15.34,109.3,94.0,66.5,0.105,16.61,113.9,97.2,66.7,-0.019,1,1
1277,15.34,109.3,94.0,66.5,0.105,5.18,107.1,101.9,65.1,0.006,-1,1
1278,15.34,109.3,94.0,66.5,0.105,10.82,106.9,96.1,64.9,0.001,-1,1
1279,15.34,109.3,94.0,66.5,0.105,22.36,121.0,98.6,66.1,0.022,1,1
1280,15.34,109.3,94.0,66.5,0.105,2.83,105.8,102.9,71.2,-0.057,1,0
1281,15.34,109.3,94.0,66.5,0.105,14.76,111.9,97.1,67.5,0.052,0,0
1282,15.34,109.3,94.0,66.5,0.105,4.41,108.2,103.8,67.2,-0.076,0,1
1283,15.34,109.3,94.0,66.5,0.105,14.63,103.1,88.5,66.3,0.049,0,0
1284,15.25,112.4,97.2,65.6,0.017,-16.2,93.9,110.2,64.9,0.029,1,1
1285,15.25,112.4,97.2,65.6,0.017,-6.16,98.4,104.5,66.5,-0.025,1,1
1286,15.25,112.4,97.2,65.6,0.017,19.53,110.1,90.6,63.6,0.039,0,0
1287,15.25,112.4,97.2,65.6,0.017,15.69,109.1,93.4,66.7,-0.01,0,0
1288,15.25,112.4,97.2,65.6,0.017,18.75,112.0,93.3,67.2,0.033,-1,0
1289,15.25,112.4,97.2,65.6,0.017,4.55,104.5,100.0,64.9,-0.08,-1,0
1290,15.25,112.4,97.2,65.6,0.017,25.72,120.0,94.3,67.5,-0.043,1,1
1291,15.25,112.4,97.2,65.6,0.017,14.04,107.0,92.9,67.2,-0.02,0,0
1292,15.25,112.4,97.2,65.6,0.017,-15.21,96.9,112.1,64.0,-0.024,1,1
1293,15.25,112.4,97.2,65.6,0.017,-6.55,96.6,103.2,69.4,0.028,1,1
1294,15.25,112.4,97.2,65.6,0.017,-1.76,99.7,101.5,64.0,0.05,-1,1
1295,15.25,112.4,97.2,65.6,0.017,20.13,114.4,94.3,70.2,0.072,1,1
1296,15.25,112.4,97.2,65.6,0.017,1.2,100.4,99.2,68.0,-0.021,-1,1
1297,15.25,112.4,97.2,65.6,0.017,11.36,110.1,98.8,66.3,-0.083,1,1
1298,15.25,112.4,97.2,65.6,0.017,18.86,115.0,96.1,63.3,-0.062,-1,0
1299,15.25,112.4,97.2,65.6,0.017,-5.45,100.3,105.7,70.4,-0.058,-1,1
1300,15.25,112.4,97.2,65.6,0.017,3.59,103.0,99.4,67.0,0.001,-1,1
1301,15.25,112.4,97.2,65.6,0.017,3.55,109.6,106.0,66.9,-0.076,1,1
1302,15.25,112.4,97.2,65.6,0.017,11.23,107.6,96.4,59.5,0.025,1,1
1303,15.25,112.4,97.2,65.6,0.017,25.15,121.1,95.9,67.3,-0.01,1,0
1304,15.25,112.4,97.2,65.6,0.017,14.8,113.9,99.1,67.7,0.088,-1,1
1305,15.25,112.4,97.2,65.6,0.017,3.55,109.6,106.0,66.9,-0.076,-1,1
1306,15.25,112.4,97.2,65.6,0.017,3.59,103.0,99.4,67.0,0.001,1,1
1307,15.25,112.4,97.2,65.6,0.017,11.36,110.1,98.8,66.3,-0.083,-1,1
1308,15.25,112.4,97.2,65.6,0.017,4.55,104.5,100.0,64.9,-0.08,1,1
1309,15.25,112.4,97.2,65.6,0.017,15.56,110.7,95.1,70.6,-0.001,-1,0
1310,15.25,112.4,97.2,65.6,0.017,11.45,115.4,104.0,67.6,-0.065,1,1
1311,15.25,112.4,97.2,65.6,0.017,1.2,100.4,99.2,68.0,-0.021,1,1
1312,15.25,112.4,97.2,65.6,0.017,6.2,105.3,99.1,67.8,0.075,-1,0
1313,15.25,112.4,97.2,65.6,0.017,-1.76,99.7,101.5,64.0,0.05,1,1
1314,15.25,112.4,97.2,65.6,0.017,18.86,115.0,96.1,63.3,-0.062,0,0
1315,15.25,112.4,97.2,65.6,0.017,10.82,106.9,96.1,64.9,0.001,0,1
1316,15.25,112.4,97.2,65.6,0.017,16.57,115.2,98.6,71.9,-0.022,0,1
1317,15.25,112.4,97.2,65.6,0.017,25.64,110.7,85.0,66.5,-0.031,0,0
1318,15.14,107.5,92.4,64.4,0.029,4.33,102.7,98.3,65.8,-0.011,1,1
1319,15.14,107.5,92.4,64.4,0.029,3.13,99.4,96.3,65.2,-0.005,-1,0
1320,15.14,107.5,92.4,64.4,0.029,10.71,109.2,98.5,65.7,0.1,0,0
1321,15.14,107.5,92.4,64.4,0.029,4.48,102.1,97.7,66.3,0.083,0,1
1322,15.14,107.5,92.4,64.4,0.029,6.02,105.7,99.7,65.2,-0.07,0,1
1323,15.14,107.5,92.4,64.4,0.029,-9.11,97.5,106.6,64.4,-0.052,1,0
1324,15.14,107.5,92.4,64.4,0.029,11.45,109.3,97.8,67.9,-0.021,1,0
1325,15.14,107.5,92.4,64.4,0.029,-0.27,103.6,103.9,66.5,-0.066,1,1
1326,15.14,107.5,92.4,64.4,0.029,-16.2,93.9,110.2,64.9,0.029,-1,1
1327,15.14,107.5,92.4,64.4,0.029,-9.94,97.1,107.0,70.3,-0.034,1,1
1328,15.14,107.5,92.4,64.4,0.029,10.83,111.8,101.0,70.8,-0.014,1,1
1329,15.14,107.5,92.4,64.4,0.029,14.46,107.7,93.3,66.3,-0.084,-1,1
1330,15.14,107.5,92.4,64.4,0.029,11.14,105.5,94.4,61.8,-0.052,1,1
1331,15.14,107.5,92.4,64.4,0.029,4.55,106.6,102.0,70.2,-0.035,-1,1
1332,15.14,107.5,92.4,64.4,0.029,0.73,106.6,105.9,70.9,-0.04,-1,1
1333,15.14,107.5,92.4,64.4,0.029,-8.48,95.5,104.0,63.2,0.068,1,1
1334,15.14,107.5,92.4,64.4,0.029,12.63,109.8,97.1,66.8,-0.133,-1,1
1335,15.14,107.5,92.4,64.4,0.029,17.07,103.4,86.3,65.4,-0.003,-1,1
1336,15.14,107.5,92.4,64.4,0.029,11.94,109.1,97.2,66.1,0.056,1,1
1337,15.14,107.5,92.4,64.4,0.029,11.14,105.5,94.4,61.8,-0.052,-1,1
1338,15.14,107.5,92.4,64.4,0.029,11.94,109.1,97.2,66.1,0.056,-1,0
1339,15.14,107.5,92.4,64.4,0.029,-10.62,98.9,109.5,65.4,-0.007,1,1
1340,15.14,107.5,92.4,64.4,0.029,8.79,107.5,98.7,66.2,-0.02,1,1
1341,15.14,107.5,92.4,64.4,0.029,14.45,112.9,98.4,65.4,0.121,1,0
1342,15.14,107.5,92.4,64.4,0.029,-8.48,95.5,104.0,63.2,0.068,-1,1
1343,15.14,107.5,92.4,64.4,0.029,12.63,109.8,97.1,66.8,-0.133,1,1
1344,15.14,107.5,92.4,64.4,0.029,17.07,103.4,86.3,65.4,-0.003,1,1
1345,15.14,107.5,92.4,64.4,0.029,8.79,107.5,98.7,66.2,-0.02,-1,1
1346,15.14,107.5,92.4,64.4,0.029,4.55,106.6,102.0,70.2,-0.035,1,1
1347,15.14,107.5,92.4,64.4,0.029,14.45,112.9,98.4,65.4,0.121,-1,0
1348,15.14,107.5,92.4,64.4,0.029,4.55,106.6,102.0,70.2,-0.035,0,1
1349,15.14,107.5,92.4,64.4,0.029,11.94,109.1,97.2,66.1,0.056,0,1
1350,15.14,107.5,92.4,64.4,0.029,17.07,103.4,86.3,65.4,-0.003,0,1
1351,15.14,107.5,92.4,64.4,0.029,17.23,111.2,94.0,69.9,-0.028,0,0
1352,14.85,116.8,101.9,64.7,-0.02,2.64,107.0,104.3,66.7,0.038,1,1
1353,14.85,116.8,101.9,64.7,-0.02,17.38,110.5,93.1,68.9,-0.042,-1,0
1354,14.85,116.8,101.9,64.7,-0.02,10.61,107.1,96.5,66.1,0.085,0,0
1355,14.85,116.8,101.9,64.7,-0.02,-3.34,106.2,109.5,67.6,0.031,0,1
1356,14.85,116.8,101.9,64.7,-0.02,-0.86,102.7,103.5,67.7,0.074,0,1
1357,14.85,116.8,101.9,64.7,-0.02,-15.16,98.4,113.6,66.7,-0.067,1,1
1358,14.85,116.8,101.9,64.7,-0.02,-2.52,104.9,107.4,65.5,0.095,-1,1
1359,14.85,116.8,101.9,64.7,-0.02,-17.33,90.2,107.5,68.8,0.015,1,1
1360,14.85,116.8,101.9,64.7,-0.02,-7.65,97.0,104.6,64.4,-0.064,-1,1
1361,14.85,116.8,101.9,64.7,-0.02,-10.2,95.3,105.5,64.1,0.023,1,1
1362,14.85,116.8,101.9,64.7,-0.02,16.57,115.2,98.6,71.9,-0.022,-1,1
1363,14.85,116.8,101.9,64.7,-0.02,0.6,100.4,99.8,68.0,-0.085,-1,1
1364,14.85,116.8,101.9,64.7,-0.02,3.27,99.3,96.0,67.3,-0.089,1,1
1365,14.85,116.8,101.9,64.7,-0.02,-1.22,111.8,113.0,69.1,0.052,1,1
1366,14.85,116.8,101.9,64.7,-0.02,9.45,108.1,98.7,66.8,0.061,-1,1
1367,14.85,116.8,101.9,64.7,-0.02,12.31,101.1,88.8,68.6,0.059,-1,1
1368,14.85,116.8,101.9,64.7,-0.02,-0.43,94.7,95.1,67.6,0.017,-1,1
1369,14.85,116.8,101.9,64.7,-0.02,12.31,101.1,88.8,68.6,0.059,1,0
1370,14.85,116.8,101.9,64.7,-0.02,-4.68,98.9,103.6,67.2,-0.005,1,1
1371,14.85,116.8,101.9,64.7,-0.02,10.71,109.2,98.5,65.7,0.1,-1,1
1372,14.85,116.8,101.9,64.7,-0.02,-4.46,99.3,103.8,68.9,0.043,-1,1
1373,14.85,116.8,101.9,64.7,-0.02,0.6,100.4,99.8,68.0,-0.085,1,1
1374,14.85,116.8,101.9,64.7,-0.02,3.27,99.3,96.0,67.3,-0.089,-1,0
1375,14.85,116.8,101.9,64.7,-0.02,-9.85,98.8,108.7,65.9,-0.047,1,1
1376,14.85,116.8,101.9,64.7,-0.02,11.45,109.3,97.8,67.9,-0.021,1,1
1377,14.85,116.8,101.9,64.7,-0.02,-9.85,98.8,108.7,65.9,-0.047,-1,1
1378,14.85,116.8,101.9,64.7,-0.02,-0.43,94.7,95.1,67.6,0.017,1,1
1379,14.85,116.8,101.9,64.7,-0.02,4.84,105.9,101.1,64.8,-0.108,1,1
1380,14.85,116.8,101.9,64.7,-0.02,14.46,109.1,94.6,63.1,-0.039,-1,0
1381,14.85,116.8,101.9,64.7,-0.02,-0.43,94.7,95.1,67.6,0.017,0,1
1382,14.85,116.8,101.9,64.7,-0.02,11.45,109.3,97.8,67.9,-0.021,0,1
1383,14.85,116.8,101.9,64.7,-0.02,9.45,108.1,98.7,66.8,0.061,0,0
1384,14.85,116.8,101.9,64.7,-0.02,14.76,111.9,97.1,67.5,0.052,0,0
1385,14.8,113.9,99.1,67.7,0.088,-7.8,97.4,105.2,68.2,0.045,1,1
1386,14.8,113.9,99.1,67.7,0.088,6.27,106.6,100.3,67.4,0.054,1,0
1387,14.8,113.9,99.1,67.7,0.088,3.49,105.4,101.9,67.5,-0.108,-1,1
1388,14.8,113.9,99.1,67.7,0.088,-12.73,94.9,107.6,65.5,0.097,1,1
1389,14.8,113.9,99.1,67.7,0.088,14.46,109.1,94.6,63.1,-0.039,0,0
1390,14.8,113.9,99.1,67.7,0.088,12.98,105.8,92.8,59.3,0.001,0,1
1391,14.8,113.9,99.1,67.7,0.088,16.57,115.2,98.6,71.9,-0.022,0,0
1392,14.8,113.9,99.1,67.7,0.088,9.31,105.3,96.0,62.0,-0.037,-1,1
1393,14.8,113.9,99.1,67.7,0.088,11.36,110.1,98.8,66.3,-0.083,1,1
1394,14.8,113.9,99.1,67.7,0.088,-8.09,102.3,110.3,69.2,0.013,1,1
1395,14.8,113.9,99.1,67.7,0.088,-0.43,94.7,95.1,67.6,0.017,-1,1
1396,14.8,113.9,99.1,67.7,0.088,-12.44,96.6,109.0,65.7,-0.009,1,1
1397,14.8,113.9,99.1,67.7,0.088,3.55,109.6,106.0,66.9,-0.076,1,1
1398,14.8,113.9,99.1,67.7,0.088,15.56,110.7,95.1,70.6,-0.001,1,1
1399,14.8,113.9,99.1,67.7,0.088,11.45,115.4,104.0,67.6,-0.065,1,1
1400,14.8,113.9,99.1,67.7,0.088,25.15,121.1,95.9,67.3,-0.01,-1,1
1401,14.8,113.9,99.1,67.7,0.088,6.2,105.3,99.1,67.8,0.075,-1,0
1402,14.8,113.9,99.1,67.7,0.088,20.13,114.4,94.3,70.2,0.072,1,1
1403,14.8,113.9,99.1,67.7,0.088,6.2,105.3,99.1,67.8,0.075,1,0
1404,14.8,113.9,99.1,67.7,0.088,18.86,115.0,96.1,63.3,-0.062,-1,1
1405,14.8,113.9,99.1,67.7,0.088,1.2,100.4,99.2,68.0,-0.021,-1,1
1406,14.8,113.9,99.1,67.7,0.088,15.25,112.4,97.2,65.6,0.017,1,0
1407,14.8,113.9,99.1,67.7,0.088,11.23,107.6,96.4,59.5,0.025,-1,0
1408,14.8,113.9,99.1,67.7,0.088,1.2,100.4,99.2,68.0,-0.021,1,1
1409,14.8,113.9,99.1,67.7,0.088,15.56,110.7,95.1,70.6,-0.001,-1,1
1410,14.8,113.9,99.1,67.7,0.088,3.59,103.0,99.4,67.0,0.001,-1,1
